name,category,region,address,lat,lon,phone,email,website,website_live,facebook,instagram,rating,review_count,completeness_score,source,scraped_at
الحسينية البازورية,place_of_worship,South Lebanon,البازورية,33.2538617,35.2732704,,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
Saint Charbel,place_of_worship,North Lebanon,,34.2556103,35.7031722,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
تيستي,restaurant,South Lebanon,,33.340447,35.5736183,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
نايات,restaurant,South Lebanon,,33.342723,35.5752145,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
راشد,restaurant,South Lebanon,,33.3531929,35.5836388,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
بلدية القليعة,townhall,South Lebanon,القليعة,33.3323249,35.5687869,,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
كنيسة عيناتا,place_of_worship,Baalbek-Hermel,عيناتا - بعلبك,34.1870137,36.0813646,,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
محل إيجار سيارات,car_rental,South Lebanon,,33.345022,35.5762649,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
مسجد العالي,place_of_worship,North Lebanon,,34.4519636,35.8159472,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
مسجد غزة القديمة,place_of_worship,Bekaa,غزة,33.6684267,35.8244466,,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
مسجد أبو عبيدة,place_of_worship,South Lebanon,منصورة - ب -غ,33.6806509,35.8163938,,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
Al Fata Plaza,mall,Mount Lebanon,,33.8209072,35.5273132,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
مدرسة ملنكتون وهايك أرسلانيان,school,Mount Lebanon,"طريق جماران, مزهر",33.907241,35.5967468,,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
مدرسة ملنكتون وهايك أرسلانيان الابتدائية,kindergarten,Mount Lebanon,"طريق جماران, مزهر",33.9077062,35.5972166,,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
مركز هومنتمن أغباليان,community_centre,Mount Lebanon,مزهر,33.908979,35.5940609,,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
Dépôt de Bus 1 de Mont La Salle,bus_station,Mount Lebanon,"3, Mont La Salle Porte 1, Aïn Saadé",33.8653063,35.5804089,,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
Parking Vitalium,parking,Mount Lebanon,,33.8660203,35.5740976,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Parking ITF/Administration,parking,Mount Lebanon,,33.8650796,35.5784069,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Dépôt de Bus 2 de Mont La Salle,bus_station,Mount Lebanon,"9, Rue des Pavillons, Aïn Saadé",33.865078,35.5789551,,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
Magasin Saint-Georges,stationery,Mount Lebanon,"18, Rue des Pavillons, Aïn Saadé",33.8651552,35.5766349,,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
Arrêt de Bus Central Mont La Salle,bus_station,Mount Lebanon,"16, Rue des Pavillons, Aïn Saadé",33.8657376,35.5758005,,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
Parking Palais des Sports,parking,Mount Lebanon,,33.8662452,35.5751435,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Parking Pavillon 1,parking,Mount Lebanon,,33.864602,35.577681,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Parking Pavillon 2,parking,Mount Lebanon,,33.8643685,35.5770221,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Balcon de la Chapelle,picnic_site,Mount Lebanon,"132, Route Principale Aïn Saadé, Aïn Saadé",33.8640474,35.5765262,,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
Djemaran Parking,parking,Mount Lebanon,,33.9076066,35.5968253,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Raffi & Anelga Arslanian Kindergarten,kindergarten,Mount Lebanon,"شارع 207, Mezher",33.9054375,35.5967633,,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
Dhour El Shweir Church,place_of_worship,Mount Lebanon,,33.9120761,35.7095858,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Arrêt de Voiture de la Maternelle,parking,Mount Lebanon,Aïn Saadé,33.865711,35.5765866,,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
Dépôt de Bus 3 de Mont La Salle,bus_station,Mount Lebanon,"6, Route Principale du Mont la Salle, Aïn Saadé",33.8655929,35.5784204,,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
Parking Porte MLS,parking,Mount Lebanon,,33.8650246,35.5806901,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Espace Ouvert Supérieur Vitalium,picnic_site,Mount Lebanon,"26, Route Principale du Mont la Salle, Aïn Saadé",33.8660815,35.5745777,,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
Parking 2 Pavillon 3,parking,Mount Lebanon,,33.8644403,35.5764297,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Parking Chapelle,parking,Mount Lebanon,,33.864475,35.576643,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Parking Pavillon 5,parking,Mount Lebanon,Aïn Saadé,33.8655976,35.5744913,,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
موقف مختار كفرشيما سهيل طعمة,parking,Mount Lebanon,,33.8223305,35.5309366,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
The Pine Yards,picnic_site,Mount Lebanon,"طريق مار موسى-القعقور, Mar Moussa",33.9045697,35.6945774,,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
Saint Doumit Church,place_of_worship,Mount Lebanon,,33.966526,35.6250029,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
أتينيه بيروت,school,Mount Lebanon,بصاليم,33.9019447,35.5949839,,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
Douches de Piscine MLS,shower,Mount Lebanon,,33.8666906,35.5753425,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Parking Maternelle,parking,Mount Lebanon,Aïn Saadé,33.8656892,35.5769545,,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
Parking Extérieur MLS,parking,Mount Lebanon,,33.8651421,35.5808064,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Lecico Parking,parking,Mount Lebanon,,33.8222715,35.5323494,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Cafétéria des Piscines Mont La Salle,cafe,Mount Lebanon,"123, Route Principale du Mont la Salle, Aïn Saadé",33.8665583,35.575304,,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
Place Pasteur,apartment,Beirut,,33.8952204,35.513597,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
المنارة القديمة,attraction,Beirut,,33.8975226,35.4724547,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
مقهى حمرا,restaurant,Beirut,شارع الحمرا,33.8962114,35.4794464,,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
Pain d'Or,bakery,Mount Lebanon,,33.9002669,35.5702075,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
مسجد الحمراء,place_of_worship,Beirut,,33.8948158,35.4823214,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
DeMarche,restaurant,Beirut,,33.8917144,35.4781629,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Fast Break,restaurant,Beirut,,33.8909201,35.4779522,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
كازا دور,hotel,Beirut,شارع جان دارك,33.8961704,35.481266,,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
Bteddine El Loqsh Municipality,townhall,South Lebanon,,33.5693834,35.5578131,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
مركز ومكتبة نادي بتدين اللقش الثقافي,community_centre,South Lebanon,,33.5609707,35.5583301,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Abou Ataya Restaurant,restaurant,South Lebanon,"Homsieh Main Road Saida Jezzine, Jezzine",33.5574501,35.5598275,,lexonet@gmail.com,,,https://www.facebook.com/AbouAtaya/,,,,3,osm,2026-05-04T05:55:01.794291Z
Brummana High School,school,Mount Lebanon,"Broumana Main Road, Broumana",33.8807626,35.6224072,,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
فندق فكتري فلج,hotel,South Lebanon,,33.2572811,35.2184156,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Parking Village Lasallien,parking,Mount Lebanon,,33.8643716,35.5775946,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Parking Pavillon 3,parking,Mount Lebanon,,33.8642204,35.5769162,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Girls Dorm,college,Mount Lebanon,,33.8737191,35.5675086,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
كفرشيما هايسكول,school,Mount Lebanon,,33.8139763,35.5241593,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
بلدية سن الفيل,townhall,Beirut,سن الفيل,33.8788212,35.5375403,,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
مدرسة مار نهرا الحرة,school,Beirut,,33.8733569,35.5234083,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
El Mousaler,fuel,Beirut,Marie Curie,33.8918251,35.4829699,,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
الجامعة اليسوعية للعلوم و التكنولوجيا,university,Beirut,,33.8802782,35.5144805,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Le Mall Staff,parking,Mount Lebanon,,33.9288402,35.5916914,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
مكتب التذاكر,ticket,South Lebanon,صور,33.2698096,35.2139582,,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
دار ألما,hotel,South Lebanon,صور,33.2758293,35.1942071,,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
سجن صور,prison,South Lebanon,صور,33.2735488,35.1949993,,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
Pharmacie Atwi,chemist,South Lebanon,صور,33.2732963,35.1949613,,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
Blue Line,restaurant,South Lebanon,صور,33.2732002,35.1956995,,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
مطعم الفنار,restaurant,South Lebanon,صور,33.2758397,35.193167,,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
Cala Beirut,nightclub,Beirut,"Rue Gouraud, Beirut",33.8966828,35.5125456,,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
St. John Church,place_of_worship,North Lebanon,,34.2498931,36.0110745,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
مسجد الأزهر,place_of_worship,Mount Lebanon,,33.7898031,35.4902154,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
مدرسة اليسوعية الحدت,school,Mount Lebanon,,33.8401871,35.5313225,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
St. Joseph's Church,place_of_worship,Mount Lebanon,,33.923167,35.6137701,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
ثانوية جبيل الرسمية المختلطة,school,North Lebanon,جبيل,34.1195387,35.6533102,,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
مسجد عيدمون الكبير,place_of_worship,Akkar,عيدمون,34.5992604,36.2874235,,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
المسجد القديم,place_of_worship,Akkar,عيدمون,34.5980429,36.2862573,,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
Patriarcat des Syriens Catholiques,religion,Beirut,,33.8780022,35.5170023,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
سمالفيل,hotel,Beirut,,33.8771908,35.5167654,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
ثكنة الحلو,police,Beirut,,33.8812345,35.4914735,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
ثانوية راهبات مار يوسف الظهور صيدا,school,South Lebanon,,33.5569936,35.3706153,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
مدرسة دوحة المقاصد,school,South Lebanon,,33.5571581,35.3694805,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
المتوسطة الرسمية ضهر الأحمر,school,Bekaa,,33.5304108,35.8348448,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
مدرسة كوكبة,school,Bekaa,,33.5252149,35.7808972,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
تكميلية البوشرية للبنات,school,Mount Lebanon,,33.8863717,35.558486,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
الجامعة العربية المفتوحة,university,Beirut,,33.8712504,35.5138509,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
متوسطة عماطور,school,Mount Lebanon,عماطور,33.6369045,35.6090678,,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
الرسمية المتوسطة المختلطة مزرعة الشوف,school,Mount Lebanon,,33.6472931,35.5839068,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
متوسطة كمال جنبلاط المختارة,school,Mount Lebanon,,33.6600583,35.6144899,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
كنيسة مار جرجس عين عنوب,place_of_worship,Mount Lebanon,,33.7913293,35.5367674,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
L'Auberge de la Mer,restaurant,North Lebanon,,34.2569371,35.6579666,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
زمرود جديدة,florist,Mount Lebanon,,33.8900654,35.5681436,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
مقهى حمودي,cafe,South Lebanon,كونين,33.1489428,35.4379282,,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
الشياح المختلطة الثانية للبنات,school,Beirut,,33.8640187,35.5212827,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
مغفر الدرك عاريا,police,Mount Lebanon,,33.8308504,35.5846689,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
أي بي سي مول,parking,Mount Lebanon,الضبية‎‎,33.9264565,35.588975,,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
كنيسة الوردية,place_of_worship,Mount Lebanon,دير القمر,33.697081,35.5637026,,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
سراي دير القمر,townhall,Mount Lebanon,دير القمر,33.6975766,35.5647115,,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
Total Energies,fuel,Mount Lebanon,,33.6958367,35.5534266,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
متوسطة رياق الاولى الرسمية المختلطة,school,Bekaa,,33.8503883,36.0087403,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
القديس ميشال رياق,place_of_worship,Bekaa,,33.8527748,36.0192174,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
متوسطة حيّ الفيكاني الرسميّة,school,Bekaa,,33.8500179,36.0301652,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Al Qubbet al Nasr,place_of_worship,North Lebanon,,34.4377942,35.8505708,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
École Publique,school,North Lebanon,,34.4383437,35.8491887,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Bâtiment Administratif,government,North Lebanon,,34.4379046,35.8489523,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
الثانوية الحديثة الحدث,school,Mount Lebanon,الحدث,33.8349471,35.5283611,,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
fahham,restaurant,South Lebanon,,33.3918822,35.5085758,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Quadrangle,pub,Mount Lebanon,,33.8480464,35.5470727,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
بلدية جب جنين,townhall,Bekaa,,33.6290644,35.7814408,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
متحف شمال لبنان,museum,North Lebanon,,34.4333674,35.8443501,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
حمّام عزّ الدين,public_bath,North Lebanon,,34.4358351,35.8453945,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
جامع الأويسي,place_of_worship,North Lebanon,,34.4352646,35.8448367,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Water Tanks,waste_transfer_station,North Lebanon,,34.4364765,35.8518285,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
العزم,school,North Lebanon,,34.4453968,35.842737,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Concert Hall,attraction,North Lebanon,,34.4387118,35.8257509,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
المنصوري,place_of_worship,North Lebanon,,34.4371392,35.8437462,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Villa Paradiso,hotel,North Lebanon,,34.2565855,35.6587188,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
ثانوية راهبات القلبين الأقدسين,school,North Lebanon,,34.2576981,35.658591,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
مسجد زبقين,place_of_worship,South Lebanon,زبقين,33.1647369,35.2682167,,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
Tripoli Square,mall,North Lebanon,,34.4179771,35.8288295,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Santana,restaurant,Beirut,,33.8878838,35.5081469,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
St. Elias Church,place_of_worship,Mount Lebanon,,34.0561839,35.6424042,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
holy mary of bisri church,place_of_worship,South Lebanon,,33.578826,35.5400159,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Tawlet Ammiq,restaurant,Bekaa,Aammiq,33.7126888,35.7609866,,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
Spinneys Parking,parking,Mount Lebanon,,33.9249395,35.5874488,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
St. Maroun Church,place_of_worship,South Lebanon,,33.3861438,35.5348693,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Ste Therese Cathedral,place_of_worship,Mount Lebanon,,33.9618354,35.6639803,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Ste Therese - Sehayle,place_of_worship,Mount Lebanon,,33.961203,35.6640955,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Mar Abda - Sehayle,place_of_worship,Mount Lebanon,,33.9582129,35.6584046,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Sainte Rafqa Church,place_of_worship,Mount Lebanon,,33.958524,35.6573167,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Mar Youssef Church,place_of_worship,Mount Lebanon,,33.9580459,35.6543901,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
بنك بيروت,bank,Beirut,شارع كليمنصو,33.8987044,35.4872953,,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
École de Charité,place_of_worship,North Lebanon,,34.2380936,35.9710841,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Restaurant Abou Toni,restaurant,Mount Lebanon,Rue 1,33.8890885,35.6632223,,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
Sunset Gardens,hotel,Beirut,,33.8773024,35.4818946,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Four Seasons,hotel,Mount Lebanon,,34.0736723,35.644064,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Pupa,restaurant,South Lebanon,,33.3437903,35.5752718,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
The Godfather's Pub,pub,South Lebanon,,33.3430716,35.5749994,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
سوبرماركت,supermarket,South Lebanon,,33.3381427,35.5725748,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
بدروس,restaurant,South Lebanon,,33.3404618,35.5740001,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Jacqui's Diner,restaurant,South Lebanon,,33.3476264,35.578863,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
بنك فرنسا,bank,South Lebanon,,33.3595371,35.591335,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
20/5000 الوزاني - مطعم عواضة,restaurant,South Lebanon,,33.263069,35.6217659,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
استراحة الجزيرة,restaurant,South Lebanon,,33.2603363,35.6226417,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Royal View Resort,restaurant,South Lebanon,,33.3091255,35.570308,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
مسجد عبدالناصر,place_of_worship,Beirut,,33.8781397,35.5000736,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
The Stay Furnished Apartments,hotel,Mount Lebanon,,33.9279938,35.5870948,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Supermarket Taleb,supermarket,Beirut,,33.8832729,35.5009412,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Leba - St Jude,place_of_worship,North Lebanon,,34.2437278,35.9763877,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Hasroun Clinic Charity,clinic,North Lebanon,,34.2426809,35.9792055,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Hasroun School,school,North Lebanon,,34.2423728,35.978777,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Municipality of Hasroun,townhall,North Lebanon,,34.2410606,35.9792666,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Antonin,school,North Lebanon,,34.2392095,35.9737888,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
St Lourde Shrine,place_of_worship,North Lebanon,,34.2438156,35.9780052,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Byblos Beach Village,hotel,North Lebanon,,34.1114373,35.6511079,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Kami in Blue,restaurant,North Lebanon,,34.1098621,35.6498243,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Byblos Sud,hotel,North Lebanon,,34.1103575,35.6508465,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Moñaï,pub,Mount Lebanon,,33.8770539,35.6224234,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
جامعة فينيسيا,university,South Lebanon,أتستراد البحر,33.4219409,35.3044823,,info@pu.edu.lb,,,,,,,2,osm,2026-05-04T05:55:01.794291Z
مسجد الإمام علي عليه السلام,place_of_worship,South Lebanon,بلاط,33.3864325,35.59799,,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
مسجد السيدة نرجس,place_of_worship,South Lebanon,جباع,33.4861949,35.5171678,,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
لج ولنج سيبريز,nightclub,Beirut,,33.8928413,35.4680522,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
سوبرماركت جان مارون,supermarket,Mount Lebanon,بيت الشعار,33.9286126,35.6190592,,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
Bechara Bros. Bakery,bakery,Mount Lebanon,Antelias,33.9164957,35.5896966,,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
كنيسة مار أنطونيس,place_of_worship,Mount Lebanon,الجميلية,33.6005449,35.4273729,,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
كنيسة مار مارون,place_of_worship,Mount Lebanon,,33.6829227,35.4759148,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
In Diner,restaurant,Mount Lebanon,,33.6891612,35.5146936,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Shawarma Bassem,restaurant,Mount Lebanon,,33.6889117,35.5162778,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Mobil,fuel,Mount Lebanon,,33.6885906,35.5171366,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Maliks Bookshop,books,Mount Lebanon,,33.6892693,35.5062099,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Tarabish Pastry,restaurant,Mount Lebanon,,33.6898446,35.5117824,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
مسجد مزبود,place_of_worship,Mount Lebanon,,33.6114336,35.4791829,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Saint Georgios Orthodox Church,place_of_worship,Mount Lebanon,,33.7270498,35.5243057,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Elysee Sweet 2,restaurant,Mount Lebanon,,33.6887421,35.5211674,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
حسينية البابلية,place_of_worship,South Lebanon,,33.4228799,35.342685,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Forn Jebneh w Zbedeh,restaurant,Mount Lebanon,,33.6919529,35.5077318,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Aklet Samak,restaurant,Mount Lebanon,,33.6883565,35.5206751,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
AL Asfar,furniture,Beirut,,33.8876621,35.5032943,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Al Khateeb,bureau_de_change,Beirut,,33.8878771,35.503161,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
جامع السوق شحيم,place_of_worship,Mount Lebanon,شحيم,33.6234972,35.4848121,,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
اقليم مول,mall,Mount Lebanon,,33.6134239,35.4760376,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Bank of America,bank,South Lebanon,,33.2549582,35.3808621,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Al Zahraa Mosque,place_of_worship,South Lebanon,,33.3925719,35.4818085,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Safeway,supermarket,South Lebanon,,33.2548489,35.3805863,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
النادي الحسيني,place_of_worship,South Lebanon,,33.4189262,35.3453955,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
زهرة لبنان,bakery,South Lebanon,,33.3804345,35.4515191,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
أوتو بنز,car_repair,South Lebanon,,33.3800897,35.4527547,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
جامع الثقلين,place_of_worship,South Lebanon,,33.2218874,35.4644615,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
مار زخيا,place_of_worship,Mount Lebanon,الفيدار,34.0977035,35.6501131,,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
Byblos INN,hotel,Mount Lebanon,,34.0981405,35.6530313,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Amada,hotel,Mount Lebanon,,34.0983359,35.652722,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
سيدة الدوير,place_of_worship,Mount Lebanon,الفيدار,34.0969628,35.658156,,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
مسجد الإمام الرضا ع,place_of_worship,South Lebanon,القنطرة,33.2686687,35.4543427,,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
متوسطة عبا الرسمية,school,South Lebanon,,33.3658384,35.4058591,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
sky net,cafe,South Lebanon,,33.3950756,35.4806802,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Yassine Chicken,butcher,South Lebanon,,33.3589845,35.4682478,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
