name,category,region,country,address,lat,lon,phone,email,website,website_live,facebook,instagram,rating,review_count,completeness_score,industry_priority,recommended_service,source,scraped_at
"Mandarin Oriental Al Faisaliah, Riyadh ماندارين اورينتال الفيصلية، الرياض",hotel,Riyadh,SA,"King Fahad Rd, Al Olaya, Riyadh 12212, Saudi Arabia",24.6903668,46.684112899999995,011 273 2000,,https://www.mandarinoriental.com/en/riyadh/olaya?src=loc.yext.moryd.ggl,True,,,4.6,7018,3,high,"RTYLR commerce OS (POS, online ordering, CRM)",google_places,2026-05-04T11:47:22.394171Z
Madinah Hilton,hotel,Medina,SA,"King Fahd Rd, Bada'ah, Madinah 41419, Saudi Arabia",24.471902099999998,39.6109279,014 821 9100,,https://www.hilton.com/en/hotels/medhihi-madinah-hilton/?SEO_id=GMB-EMEA-HI-MEDHIHI,True,,,4.5,10544,3,high,"RTYLR commerce OS (POS, online ordering, CRM)",google_places,2026-05-04T11:47:22.394171Z
Makkah Clock Royal Tower - A Fairmont Hotel,hotel,Mecca,SA,"Ajyad Street, طريق 38 - طريق الملك عبدالعزيز، Endowment, مكة 24231, Saudi Arabia",21.4180499,39.825567,012 571 7777,,https://www.fairmont.com/makkah/?goto=fiche_hotel&code_hotel=A5F2&merchantid=seo-maps-SA-A5F2&sourceid=aw-cen&utm_medium=seo%20maps&utm_source=google%20Maps&utm_campaign=seo%20maps,True,,,4.7,118291,3,high,"RTYLR commerce OS (POS, online ordering, CRM)",google_places,2026-05-04T11:47:22.394171Z
Caravan AlUla by Our Habitas,hotel,,SA,"QV4F+FV, Al Atheeb 43570, Saudi Arabia",26.7576435,37.8695522,014 821 3900,,https://www.ourhabitas.com/caravan-by-habitas-alula/?utm_source=google&utm_medium=organic&utm_campaign=google_local,True,,,4.6,431,3,high,"RTYLR commerce OS (POS, online ordering, CRM)",google_places,2026-05-04T11:47:22.394171Z
Raffles Makkah Palace,hotel,Mecca,SA,"Royal Tower, Near Ibrahim Al Khalil Rd, Al Hajlah, Makkah 24231, Saudi Arabia",21.4192522,39.8249017,012 571 7800,,https://www.raffles.com/makkah/?goto=fiche_hotel&code_hotel=A5E4&merchantid=seo-maps-SA-A5E4&sourceid=aw-cen&utm_medium=seo%20maps&utm_source=google%20Maps&utm_campaign=seo%20maps,True,,,4.7,7190,3,high,"RTYLR commerce OS (POS, online ordering, CRM)",google_places,2026-05-04T11:47:22.394171Z
Vivienda Hotel & Villas Al Hada فندق وفلل فيفيندا الهدا,hotel,Riyadh,SA,"Prince Faisal Bin Fahd Bin Abdulaziz Rd, Al Hada, Riyadh 12726, Saudi Arabia",24.650198399999997,46.6477317,011 222 4489,,https://vivienda.com.sa/en/destinations/riyadh/al-hada/?utm_source=google&utm_medium=organic&utm_campaign=Knowledge_Graph,True,,,4.5,294,3,high,"RTYLR commerce OS (POS, online ordering, CRM)",google_places,2026-05-04T11:47:22.394171Z
JW Marriott Hotel Riyadh,hotel,Riyadh,SA,"King Fahd Rd, Sahafah District، Riyadh 11564, Saudi Arabia",24.792161699999998,46.632534899999996,011 511 7777,,https://www.marriott.com/en-us/hotels/ruhjb-jw-marriott-hotel-riyadh/overview/?scid=f2ae0541-1279-4f24-b197-a979c79310b0,True,,,4.3,12306,3,high,"RTYLR commerce OS (POS, online ordering, CRM)",google_places,2026-05-04T11:47:22.394171Z
Hilton Riyadh Hotel & Residences,hotel,Riyadh,SA,"6623 Eastern Ring Rd, Ghirnatah, Riyadh 13241, Saudi Arabia",24.7852124,46.7275942,011 234 6666,,https://www.hilton.com/en/hotels/ruhchhi-hilton-riyadh-hotel-and-residences/?SEO_id=GMB-EMEA-HI-RUHCHHI,True,,,4.6,22712,3,high,"RTYLR commerce OS (POS, online ordering, CRM)",google_places,2026-05-04T11:47:22.394171Z
Kempinski Hotel & Resort Sariya Yanbu,hotel,,SA,"Al Mahar Island Royal Commission, King Abdullah Road, Al Subh, Yanbu Al Bahr 31360, Saudi Arabia",23.9952282,38.189365699999996,014 322 2225,,https://www.kempinski.com/en/yanbu?utm_medium=organic&utm_source=google&utm_campaign=KIYNB1&utm_content=gmb&source=S309102364,True,,,4.7,1267,3,high,"RTYLR commerce OS (POS, online ordering, CRM)",google_places,2026-05-04T11:47:22.394171Z
ZamZam Pullman Makkah,hotel,Mecca,SA,"Abraj Al Bait Complex, King Abdul Aziz - 38 Rd, Endowment, Makkah 21955, Saudi Arabia",21.4196355,39.8237376,012 571 5555,,https://www.pullman-zamzam-makkah.com/,True,,,4.6,61114,3,high,"RTYLR commerce OS (POS, online ordering, CRM)",google_places,2026-05-04T11:47:22.394171Z
Pullman Zamzam Madinah,hotel,Medina,SA,"Amr Bin Al Gmoh Street, Bani Khidrah, Madinah 41499, Saudi Arabia",24.464482999999998,39.611374999999995,014 821 0500,,https://all.accor.com/lien_externe.svlt?goto=fiche_hotel&code_hotel=9245&merchantid=seo-maps-SA-9245&sourceid=aw-cen&utm_medium=seo%20maps&utm_source=google%20Maps&utm_campaign=seo%20maps,True,,,4.6,38104,3,high,"RTYLR commerce OS (POS, online ordering, CRM)",google_places,2026-05-04T11:47:22.394171Z
Jeddah Hilton,hotel,Jeddah,SA,"Al Kurnaysh Br Rd, Ash Shati, Jeddah 21362, Saudi Arabia",21.60483,39.1093343,9200 03800,,https://www.hilton.com/en/hotels/jedhihi-jeddah-hilton-hotel/?SEO_id=GMB-EMEA-HI-JEDHIHI,True,,,4.5,24328,3,high,"RTYLR commerce OS (POS, online ordering, CRM)",google_places,2026-05-04T11:47:22.394171Z
Hilton Suites Jabal Omar Makkah,hotel,Mecca,SA,"Jabal Omar، Ibrahim Al Khalil Rd, Ash Shubaikah, Makkah 21955, Saudi Arabia",21.421183499999998,39.8216839,012 556 7000,,https://www.hilton.com/en/hotels/maksuhi-hilton-suites-jabal-omar-makkah/?SEO_id=GMB-EMEA-HI-MAKSUHI,True,,,4.7,17482,3,high,"RTYLR commerce OS (POS, online ordering, CRM)",google_places,2026-05-04T11:47:22.394171Z
Waves Hotel,hotel,,SA,"King Abdullah Rd, Umluj 48313, Saudi Arabia",25.0963632,37.2659623,9200 12430,,https://wavesumlujhotel.com/,True,,,4.6,1461,3,high,"RTYLR commerce OS (POS, online ordering, CRM)",google_places,2026-05-04T11:47:22.394171Z
Sofitel Al Khobar The Corniche,hotel,Dammam,SA,"South Corniche Road, Alkurnaish, Al Khobar 31952, Saudi Arabia",26.276569,50.220135,013 881 7000,,http://sofitel.accor.com/hotels/5988?merchantid=seo-maps-SA-5988&sourceid=aw-cen&utm_source=google+Maps&utm_medium=seo+maps&utm_campaign=seo+maps&utm_term=Sofitel-Launch,True,,,4.6,16273,3,high,"RTYLR commerce OS (POS, online ordering, CRM)",google_places,2026-05-04T11:47:22.394171Z
Le Méridien Riyadh,hotel,Riyadh,SA,"King Abdullah Ibn Abdulaziz Road, طريق الملك عبدالعزيز، Al Woroud District, الرياض 11544, Saudi Arabia",24.728681299999998,46.6678214,011 826 6666,,https://www.marriott.com/en-us/hotels/ruhmd-le-meridien-riyadh/overview/?scid=f2ae0541-1279-4f24-b197-a979c79310b0,True,,,4.4,2949,3,high,"RTYLR commerce OS (POS, online ordering, CRM)",google_places,2026-05-04T11:47:22.394171Z
Swiss Luxury Villas,hotel,,SA,"2758 724 Al Mudhnab - Unayzah - Airport Rd, Unayzah 56249, Saudi Arabia",26.0369705,43.9552139,050 317 4000,,https://swissluxuryvillas.com/,False,,,4.3,1773,3,high,Website rebuild + maintenance,google_places,2026-05-04T11:47:22.394171Z
Mövenpick Hotel and Residences Riyadh,hotel,Riyadh,SA,"3478 North Ring Road Exit 4 Al Ghadeer, District, الرياض 13311, Saudi Arabia",24.764032699999998,46.6532401,011 213 9888,,https://movenpick.accor.com/en/middle-east/saudi-arabia/riyadh/hotel-residences-riyadh.html?merchantid=seo-maps-SA-B4X1&sourceid=aw-cen&utm_medium=seo+maps&utm_source=google+Maps&utm_campaign=seo+maps&utm_content=Residences-Riyadh,True,,,4.8,15937,3,high,"RTYLR commerce OS (POS, online ordering, CRM)",google_places,2026-05-04T11:47:22.394171Z
"Radisson Blu Hotel, Riyadh Convention & Exhibition Center",hotel,Riyadh,SA,"Dist, King Abdullah Ibn Abdulaziz Rd, King Abdullah Dt., Riyadh 13315, Saudi Arabia",24.753384099999998,46.725350899999995,011 215 4444,,https://www.radissonhotels.com/en-us/hotels/radisson-blu-riyadh-convention-center?cid=a:se+b:gmb+c:emea+i:local+e:rdb+d:mea+h:SARUHCER,True,,,4.6,3178,3,high,"RTYLR commerce OS (POS, online ordering, CRM)",google_places,2026-05-04T11:47:22.394171Z
InterContinental Dar al Iman Madinah by IHG,hotel,Medina,SA,"Unit No:10, 2657, Bada'ah, Unit No 10 2657, Madinah 42311, Saudi Arabia",24.4714144,39.60872,014 513 7777,,https://www.ihg.com/intercontinental/hotels/gb/en/madinah/medha/hoteldetail?cm_mmc=GoogleMaps-_-IC-_-SA-_-MEDHA,True,,,4.8,24042,3,high,"RTYLR commerce OS (POS, online ordering, CRM)",google_places,2026-05-04T11:47:22.394171Z
Hdb resort & spa,hotel,,SA,"طريق الملك فهد، Al Khobar 34777, Saudi Arabia",26.0442313,50.1469958,050 700 7926,,https://docs.google.com/forms/d/e/1FAIpQLSeOI3zTuP6hM-1aU242yMNnPHHZFheSZsy_Br8Si0wrBAzrCg/viewform,True,,,3.8,3713,3,high,Reputation + SEO turnaround,google_places,2026-05-04T11:47:22.394171Z
Sofitel Shahd Al Madinah,hotel,Medina,SA,"Building, 2943 King Fahd Rd, Bada'ah, Madinah 41476, Saudi Arabia",24.4721174,39.6116892,014 829 9999,,http://sofitel.accor.com/hotels/B9X5?merchantid=seo-maps-SA-B9X5&sourceid=aw-cen&utm_source=google+Maps&utm_medium=seo+maps&utm_campaign=seo+maps&utm_term=Sofitel-Launch,True,,,4.7,24749,3,high,"RTYLR commerce OS (POS, online ordering, CRM)",google_places,2026-05-04T11:47:22.394171Z
Conrad Jabal Omar Makkah,hotel,Mecca,SA,"Ibrahim Al Khalil, Jabal Omar, الشبيكة، مكة 21955, Saudi Arabia",21.4193856,39.8223985,012 526 7700,,https://www.hilton.com/en/hotels/makcici-conrad-jabal-omar-makkah/?SEO_id=GMB-EMEA-CI-MAKCICI,True,,,4.7,15849,3,high,"RTYLR commerce OS (POS, online ordering, CRM)",google_places,2026-05-04T11:47:22.394171Z
Jabal Omar Hyatt Regency Makkah,hotel,Mecca,SA,"Ibrahim Al Khalil Rd, Ash Shubaikah, Makkah 21955, Saudi Arabia",21.4208406,39.8221037,012 577 1234,,https://www.hyatt.com/hyatt-regency/en-US/jedhr-jabal-omar-hyatt-regency-makkah?src=corp_lclb_google_seo_jedhr&utm_source=google&utm_medium=organic&utm_campaign=lmr,True,,,4.4,18866,3,high,"RTYLR commerce OS (POS, online ordering, CRM)",google_places,2026-05-04T11:47:22.394171Z
Anwar Al Madinah Mövenpick,hotel,Medina,SA,"Central Zone, Bada'ah, Madinah 42311, Saudi Arabia",24.4712972,39.6077118,800 244 4416,,https://movenpick.accor.com/en/middle-east/saudi-arabia/madinah/hotel-madinah-anwar.html?merchantid=seo-maps-SA-B4M6&sourceid=aw-cen&utm_medium=seo+maps&utm_source=google+Maps&utm_campaign=seo+maps&utm_content=Anwar-Madinah,True,,,4.5,48842,3,high,"RTYLR commerce OS (POS, online ordering, CRM)",google_places,2026-05-04T11:47:22.394171Z
InterContinental Taif by IHG,hotel,,SA,"Airport Rd, Alqayam Al Asfal, At Taif 21944, Saudi Arabia",21.3710339,40.461931899999996,012 738 7720,,https://www.ihg.com/intercontinental/hotels/gb/en/taif/tifha/hoteldetail?cm_mmc=GoogleMaps-_-IC-_-SA-_-TIFHA,True,,,4.5,7461,3,high,"RTYLR commerce OS (POS, online ordering, CRM)",google_places,2026-05-04T11:47:22.394171Z
Makkah Towers,hotel,Mecca,SA,"21955 شارع إبراهيم الخليل، Al Haram, Makkah 21955, Saudi Arabia",21.419156100000002,39.8236886,012 534 0000,,https://www.makkah-hnt.com/makkah-towers,True,,,4.8,62432,3,high,"RTYLR commerce OS (POS, online ordering, CRM)",google_places,2026-05-04T11:47:22.394171Z
Cup & Couch Cafe and Roastery,coffee_shop,Jeddah,SA,"Al Yamamah, As Salamah, Jeddah 23524, Saudi Arabia",21.5964723,39.145225499999995,055 119 9205,,https://www.cupandcouch.com/,True,,,4.7,12173,3,high,"RTYLR commerce OS (POS, online ordering, CRM)",google_places,2026-05-04T11:47:22.394171Z
Sulalat Coffee,coffee_shop,Riyadh,SA,"2329 Makkah Al Mukarramah Branch Road Store #2 Ground floor, Najm al Qurais Building، Ar Rabwah, Riyadh 12821, Saudi Arabia",24.705541999999998,46.748293499999996,056 440 0407,,https://sulalat.com/?utm_source=GBP&utm_medium=organic&utm_campaign=GBP-listing,True,,,4.3,5762,3,high,"RTYLR commerce OS (POS, online ordering, CRM)",google_places,2026-05-04T11:47:22.394171Z
Elixir Bunn Coffee Roasters,coffee_shop,Riyadh,SA,"7157 Salem Bin Maaqil Al Nakheel Dist 4133، An Nakheel, Riyadh 12392, Saudi Arabia",24.7342147,46.611276499999995,058 133 6317,,https://elixirbunn.com/,True,,,4.1,4920,3,high,"RTYLR commerce OS (POS, online ordering, CRM)",google_places,2026-05-04T11:47:22.394171Z
Urth Caffé — Tahlia,restaurant,Riyadh,SA,"Prince Muhammad Ibn Abd Al Aziz, As Sulimaniyah, Riyadh 12243, Saudi Arabia",24.7057076,46.7056492,9200 07498,,https://www.urthcaffe.sa/,True,,,4.3,15696,3,high,"RTYLR commerce OS (POS, online ordering, CRM)",google_places,2026-05-04T11:47:22.394171Z
9th Street Coffee Roasters,coffee_shop,Riyadh,SA,"4050 6629 Imam Saud Bin Abdulaziz Bin Mohammed Rd, Al Muruj, Riyadh 12282, Saudi Arabia",24.751263899999998,46.6707557,050 044 9898,,https://9thstroasters.com/,True,,,4.5,1644,3,high,"RTYLR commerce OS (POS, online ordering, CRM)",google_places,2026-05-04T11:47:22.394171Z
Coffee Address | عنوان القهوة,coffee_shop,Riyadh,SA,"King Fahd Rd, Al Malqa, Riyadh 13521, Saudi Arabia",24.801679,46.626326,9200 31993,,http://addresscafe.sa/,True,,,4.3,1400,3,high,"RTYLR commerce OS (POS, online ordering, CRM)",google_places,2026-05-04T11:47:22.394171Z
dr. CAFE Makkah Rd | د.كيف السليمانية طريق مكة المكرمة,coffee_shop,Riyadh,SA,"Abi Al Arab St, طريق مكة المكرمة، Sulaimaniah, الرياض 11566, Saudi Arabia",24.6855165,46.7062272,059 482 8363,,https://drcafe.com/,True,,,4.2,6585,3,high,"RTYLR commerce OS (POS, online ordering, CRM)",google_places,2026-05-04T11:47:22.394171Z
Capri Cafe,cafe,Riyadh,SA,"حي، 8120 4002 Al Thoumamah Rd, As Sahafah, Riyadh 13315, Saudi Arabia",24.792716199999997,46.648964799999995,055 509 5141,,,,,,4.3,2656,2,high,"RTYLR commerce OS (POS, online ordering, CRM)",google_places,2026-05-04T11:47:22.394171Z
Java Time,cafe,Riyadh,SA,"ابن سينا، King Abdulaziz Rd, Al Muruj, Riyadh 12282, Saudi Arabia",24.7604234,46.6727002,050 266 2288,,,,,,4.2,4173,2,high,"RTYLR commerce OS (POS, online ordering, CRM)",google_places,2026-05-04T11:47:22.394171Z
The Coffee Lab,coffee_shop,Dammam,SA,"Abu Bakr Alsiddiq St, Al Faysaliyah, Dammam 32272, Saudi Arabia",26.384081899999998,50.0547028,050 860 1088,,http://thecoffeelab.sa/,True,,,4,1269,3,high,"RTYLR commerce OS (POS, online ordering, CRM)",google_places,2026-05-04T11:47:22.394171Z
First Crack,coffee_shop,Jeddah,SA,"Red Sea Mall, Ash Shati, Jeddah 23612, Saudi Arabia",21.6282748,39.1098855,012 613 1347,,https://instagram.com/first.crack?igshid=sb97u2f1eyo4,True,,,4.3,477,3,high,"RTYLR commerce OS (POS, online ordering, CRM)",google_places,2026-05-04T11:47:22.394171Z
Tim Hortons,coffee_shop,Riyadh,SA,"3049 Dammam Branch Rd, Ghirnatah, Riyadh 13242, Saudi Arabia",24.803966,46.750811999999996,056 694 7488,,https://timhortonsgcc.com/,True,,,4.2,1945,3,high,"RTYLR commerce OS (POS, online ordering, CRM)",google_places,2026-05-04T11:47:22.394171Z
Half Million,coffee_shop,Riyadh,SA,"RKWA2926, Ahmad Ibn Alkhattab, 2926, Riyadh 14928, Saudi Arabia",24.5614754,46.543352,9200 14022,,https://halfm.sa/,True,,,4.3,788,3,high,"RTYLR commerce OS (POS, online ordering, CRM)",google_places,2026-05-04T11:47:22.394171Z
The Capital Lounge,restaurant,Riyadh,SA,"King Fahd Rd, As Sahafah, Riyadh 13315, Saudi Arabia",24.792875,46.632683,056 905 1038,,https://www.thecapitalloungeriyadh.com/restaurant,True,,,4.7,206,3,high,"RTYLR commerce OS (POS, online ordering, CRM)",google_places,2026-05-04T11:47:22.394171Z
Dunkin' - دانكن,coffee_shop,Riyadh,SA,"King Abdul Aziz Branch Rd, As Sulimaniyah, Riyadh 12245, Saudi Arabia",24.717274999999997,46.6949,800 128 8999,,https://www.dunkinksa.com/,True,,,4.2,1053,3,high,"RTYLR commerce OS (POS, online ordering, CRM)",google_places,2026-05-04T11:47:22.394171Z
Smokey Beards Q,restaurant,Riyadh,SA,"Prince Muhammad Ibn Saad Ibn Abdulaziz Rd, Hittin, Riyadh 13512, Saudi Arabia",24.7664959,46.6220387,053 470 0086,,https://instagram.com/smokeybeardsq?utm_medium=copy_link,True,,,4.4,8690,3,high,"RTYLR commerce OS (POS, online ordering, CRM)",google_places,2026-05-04T11:47:22.394171Z
Just Crispy,restaurant,Riyadh,SA,"King Fahd Rd, Al Malqa, Riyadh 13521, Saudi Arabia",24.7964386,46.6289253,050 074 2322,,https://apps.apple.com/app/id6444943334,True,,,4.3,1709,3,high,"RTYLR commerce OS (POS, online ordering, CRM)",google_places,2026-05-04T11:47:22.394171Z
Operation Falafel,restaurant,Riyadh,SA,"الطريق الدائري الشمالي الفرعي، روبين بلازا 6501 الطريق الدائري الشمالي الفرعي، 4298 الرياض 13512 6501، 13512،، Hittin, Riyadh 13512, Saudi Arabia",24.7523965,46.6249196,011 246 5709,,,,,,4.3,9888,2,high,"RTYLR commerce OS (POS, online ordering, CRM)",google_places,2026-05-04T11:47:22.394171Z
Steak House,restaurant,Riyadh,SA,"Riyadh front unit # G-GF-10+9B+8B, King Khalid International Airport, طريق المطار، الدولي،, الرياض 13413, Saudi Arabia",24.8407079,46.733511199999995,050 182 6663,,,,,,4.4,3596,2,high,"RTYLR commerce OS (POS, online ordering, CRM)",google_places,2026-05-04T11:47:22.394171Z
SPREAD,restaurant,Riyadh,SA,"Anas Ibn Malik Rd, Al Malqa, Riyadh 13524, Saudi Arabia",24.8056667,46.6106866,011 410 3172,,http://spreadrestaurant.com/,True,,,4.1,3033,3,high,"RTYLR commerce OS (POS, online ordering, CRM)",google_places,2026-05-04T11:47:22.394171Z
McDonald's | ماكدونالدز,restaurant,Riyadh,SA,"Sitteen, Riyadh 12627, Saudi Arabia",24.670413,46.727717,800 121 2345,,https://www.mcdonalds.com/sa/ar-sa/riyadh.html,True,,,3.9,9513,3,high,Reputation + SEO turnaround,google_places,2026-05-04T11:47:22.394171Z
Kudu - Al Malaz,restaurant,Riyadh,SA,"Al Farazdaq St, Al Malaz, Riyadh 12629, Saudi Arabia",24.6663876,46.724429099999995,9200 06999,,https://www.kudu.com.sa/,True,,,4,2509,3,high,"RTYLR commerce OS (POS, online ordering, CRM)",google_places,2026-05-04T11:47:22.394171Z
Steak House,restaurant,Riyadh,SA,"Ibdaa Plaza, Said Ibn Zayd Rd, Qurtubah, Riyadh 13244, Saudi Arabia",24.8086417,46.735087,055 955 2294,,,,,,4.4,9275,2,high,"RTYLR commerce OS (POS, online ordering, CRM)",google_places,2026-05-04T11:47:22.394171Z
SAS BUSINESS SOLUTIONS CO,accounting,Dammam,SA,"Al Mazruiyah Dist، Al Najim Building، Al Mazruiyah, Dammam 32414, Saudi Arabia",26.442725199999998,50.120844999999996,059 081 9176,,http://www.sasitglobal.com/,True,,,4.6,16,3,high,SEO audit + visibility upgrade,google_places,2026-05-04T11:47:22.394171Z
عيادة اللمسة الطبي | Touch medical clinic,medical_clinic,Riyadh,SA,"King Fahd Rd, King Fahd, Riyadh 12262, Saudi Arabia",24.743362599999998,46.6570412,055 852 5140,,https://linktr.ee/touchmedical,True,,,4.6,989,3,high,Lead-gen overhaul (landing pages + Google Ads + WhatsApp capture),google_places,2026-05-04T11:47:22.394171Z
مجمع عيادات د . هيلث Dr.Health Clinic,medical_clinic,Riyadh,SA,"King Abdullah Rd, King Fahd, Riyadh 12272, Saudi Arabia",24.734950299999998,46.6797609,011 400 1133,,https://drhealth-clinics.com/ar/,True,,,4,1791,3,high,Lead-gen overhaul (landing pages + Google Ads + WhatsApp capture),google_places,2026-05-04T11:47:22.394171Z
Lora Medical Clinic,hospital,Riyadh,SA,"داخل مول فلاجيو 2 الدور الثالث، امام محطه المتحف الوطني لقطار الرياض الخط الأزرق، الرياض بشر بن رحمه، Al Amal, Riyadh 12643, Saudi Arabia",24.6469679,46.7174909,056 250 7545,,https://www.loramedical.net/,True,,,4.9,1414,3,medium,Discovery call - scope the right service,google_places,2026-05-04T11:47:22.394171Z
عيادات أوكسي هيلث | OXY HEALTH,medical_clinic,Riyadh,SA,"7297 Abi Bakr As Siddiq Rd, Al Wadi, Riyadh 13313, Saudi Arabia",24.7891403,46.6810055,9200 11696,,https://oxyhealth.com.sa/,True,,,4.3,2914,3,high,Lead-gen overhaul (landing pages + Google Ads + WhatsApp capture),google_places,2026-05-04T11:47:22.394171Z
Elements Clinics -Riyadh,medical_clinic,Riyadh,SA,"3053, 8255 شارع التخصصي، العليا، الرياض 12333, Saudi Arabia",24.707900499999997,46.6642151,9200 33288,,,,,,4.9,63,2,high,Lead-gen website + Google Ads launch,google_places,2026-05-04T11:47:22.394171Z
Health United Polyclinic,medical_clinic,Riyadh,SA,"Al Bathaa, Al Futah, Riyadh 12632, Saudi Arabia",24.641201,46.7173277,050 183 5318,,,,,,4.9,140,2,high,Lead-gen website + Google Ads launch,google_places,2026-05-04T11:47:22.394171Z
مجمع لايف كير الطبي Life Care Medical Complex,hospital,Riyadh,SA,"Near Nesto Hyper Market, Street 201, 2nd Industrial City, Riyadh 14331, Saudi Arabia",24.5597422,46.8648155,9200 22154,,https://lifecaremedicalcomplex.com/,True,,,4.4,74,3,medium,Discovery call - scope the right service,google_places,2026-05-04T11:47:22.394171Z
U clinic,medical_center,Riyadh,SA,"حي، طريق الثمامة الفرعي، Alyasmin, Riyadh 13322, Saudi Arabia",24.8051304,46.656489799999996,9200 21223,,https://umedical.com.sa/,True,,,4.4,1657,3,high,Discovery call - scope the right service,google_places,2026-05-04T11:47:22.394171Z
ARTIS Medical Clinics,medical_center,Riyadh,SA,"King Fahd Rd, Al Murabba, Riyadh 12612, Saudi Arabia",24.6652052,46.6998436,057 087 5857,,,,,,4.4,127,2,high,Full digital launch (brand + website + social setup),google_places,2026-05-04T11:47:22.394171Z
Nahdi Care Clinics | عيادات النهدي كير,medical_clinic,Riyadh,SA,"MPJ2+R3G Al Olaya, Riyadh الرياض- حي العليا - شارع الامير عبد العزيز بن مساعد بن جلوي - بجوار مدارس الالسن العالمية Riyadh – Al Olaya District – Prince Abdul Aziz Bin Musaid Bin Jalawi Street, next to Al-Alsun International Schools, العليا، الرياض 12611, Saudi Arabia",24.682062499999997,46.7001875,9200 24673,,https://nahdicareclinics.sa/,True,,,4.5,414,3,high,Lead-gen overhaul (landing pages + Google Ads + WhatsApp capture),google_places,2026-05-04T11:47:22.394171Z
مركز ستار هيلث الطبي - Star Health Medical Center,medical_center,Riyadh,SA,"Al Mansourah, Riyadh 12684, Saudi Arabia",24.5988227,46.7442553,050 573 0003,,https://www.starhealth.sa/,True,,,4.8,95,3,high,Discovery call - scope the right service,google_places,2026-05-04T11:47:22.394171Z
Healthy Clinic,medical_clinic,Riyadh,SA,"طريق ابي بكر الصديق، العارض، الرياض 13335،، Al Aarid, Riyadh 13335, Saudi Arabia",24.867590900000003,46.639745,011 834 2222,,https://healthyclinics-sa.com/,True,,,3.4,2274,3,high,Reputation + SEO turnaround,google_places,2026-05-04T11:47:22.394171Z
Noor-Clinics,medical_center,Riyadh,SA,"Al Urubah Rd, Al Wurud, Riyadh 12251, Saudi Arabia",24.714616,46.6772066,053 555 1460,,https://noor-clinics.com/,True,,,4.1,3789,3,high,Discovery call - scope the right service,google_places,2026-05-04T11:47:22.394171Z
Aid Medical CO شركة أيد الطبية,medical_clinic,Riyadh,SA,"King Khaled bin abdulaziz road, Umm Al Hamam Al Gharbi, Riyadh 12329, Saudi Arabia",24.6896475,46.633807499999996,055 824 2786,,https://aid.com.sa/,True,,,4.6,17,3,high,SEO audit + visibility upgrade,google_places,2026-05-04T11:47:22.394171Z
"Abeer Medical Center - Batha, Riyadh مركز العبير الطبي - البطحاء، الرياض",medical_clinic,Riyadh,SA,"8174, 3471 البطحاء، الفوطة، الرياض 12632, Saudi Arabia",24.6422699,46.7168329,9200 15888,,https://www.abeergroup.com/,True,,,4,695,3,high,Lead-gen overhaul (landing pages + Google Ads + WhatsApp capture),google_places,2026-05-04T11:47:22.394171Z
Jarir Medical Centre (KIMSHEALTH),medical_center,Riyadh,SA,"Jarir St, Jarir, Riyadh 12837، Jarir, Riyadh 26840, Saudi Arabia",24.673773,46.7549237,011 477 7471,,https://kimshealth.sa/riyadh/?utm_source=organic&utm_medium=gbp&utm_campaign=gbp-link,True,,,3.7,1972,3,high,Reputation + SEO turnaround,google_places,2026-05-04T11:47:22.394171Z
عيادات رها الطبية | Raha Polyclinic,medical_center,Riyadh,SA,"الشيخ جابر الأحمد الصباح, 2595 حي, الرمال، الرياض 13256, Saudi Arabia",24.8448304,46.783434899999996,059 580 3356,,https://rahahealth.com.sa/,True,,,4.6,471,3,high,Discovery call - scope the right service,google_places,2026-05-04T11:47:22.394171Z
Olaya Medical Centre - OMC,medical_center,Riyadh,SA,"PP22+72M, As Sulimaniyah, Riyadh 12223, Saudi Arabia",24.7007194,46.7000568,011 464 5501,,http://omc.com.sa/,True,,,3.5,1288,3,high,Reputation + SEO turnaround,google_places,2026-05-04T11:47:22.394171Z
مركز درب الحياة الطبي,dental_clinic,Riyadh,SA,"2518 Prince Turki Ibn Abdulaziz Ath Thani، Al Muruj, Riyadh 12273, Saudi Arabia",24.7558473,46.6560789,055 951 5312,,https://wa.me/0592094541,True,,,4.2,727,3,high,Discovery call - scope the right service,google_places,2026-05-04T11:47:22.394171Z
Exir Medical Complex,medical_clinic,Riyadh,SA,"Al Bathaa, Al Futah, Riyadh 12632, Saudi Arabia",24.640342699999998,46.717124899999995,011 406 7001,,https://exir-clinics.com/,True,,,3.6,185,3,high,Reputation + SEO turnaround,google_places,2026-05-04T11:47:22.394171Z
مجمع المحمدية الطبي,hospital,Riyadh,SA,"حي، شارع الشيخ عبدالله العنقري، Al Wurud, Riyadh 12252, Saudi Arabia",24.7242717,46.6810091,056 664 0043,,https://almohamadia.com.sa/,True,,,4,909,3,medium,Discovery call - scope the right service,google_places,2026-05-04T11:47:22.394171Z
مركز صحي المربع,medical_center,Riyadh,SA,"MP66+Q68, 2262 Imam Abdullah Bin Faisal Bin Turki St, Al Murabba, Riyadh 12628, Saudi Arabia",24.6618835,46.7105664,011 405 0778,,http://www.moh.gov.sa/,True,,,3.2,789,3,high,Reputation + SEO turnaround,google_places,2026-05-04T11:47:22.394171Z
